Date,Company_ID,Company_Name,Current_Ratio,Quick_Ratio,Leverage_Ratio,Profit_Margin,Credit_Risk_Score,Liquidity_Ratio,Market_Volatility_Exposure,GDP Growth rate,CPI Inflation index,Policy Repo rate,Unemployment Rate(%),Money Supply (M2)(000'Billion),Stock Market Index(Monthly_Close),Stock Market Index(Monthly_Return),Stock Market Index(Monthly_Volatility),VIX(Monthly_Close),VIX(Monthly_Return),VIX(Monthly_Volatility),10-Year Government Bond Yield,AAA Corporate Bond Yield,Government Bond Yield (%) (10Y benchmark),Corporate Bond Spread,Exchange Rate (USD/INR)(Monthly_Close),Exchange Rate (USD/INR)(Monthly_Return),Exchange Rate (USD/INR)(Monthly_Volatility)
01-11-2016,C1,Alpha Holdings Ltd,1.618923102,1.859466277,2.057924917,0.091546073,59.1603652,1.38215125,1.219606057,1.36379,131.2,6.25,5.6,27,8224.5,-0.047869877,0.01160941,13.32999992,-0.218640074,0.080502042,6.61,4.06,2.45,1.61,68.60800171,0.027139577,0.003634735
01-12-2016,C1,Alpha Holdings Ltd,2.415800124,2.003208073,2.977710565,0.072841136,71.37767557,2.34825127,1.67821293,1.36379,130.4,6.25,5.6,20.7,8185.799805,-0.004705477,0.008206978,14.03999996,0.053263319,0.052810668,6.53,4.06,2.45,1.61,67.93299866,-0.009808694,0.002696713
01-01-2017,C1,Alpha Holdings Ltd,2.166634769,2.027000229,2.449485545,0.072342064,69.98393059,2.134161374,2.046684718,0.79959,130.3,6.25,5.6,20.9,8561.299805,0.045872121,0.006149336,11.98999977,-0.14601141,0.052104335,6.79,3.51,2.37,1.14,67.82099915,-0.001565163,0.002842464
01-02-2017,C1,Alpha Holdings Ltd,2.188577121,1.938625711,2.116561612,0.111352054,64.14568132,1.893359694,1.491630484,0.79959,130.6,6.25,5.6,22.5,8879.599609,0.037178911,0.00546724,12.92000008,0.077564664,0.043464687,6.98,3.51,2.37,1.14,66.69319916,-0.016705985,0.002424155
01-03-2017,C1,Alpha Holdings Ltd,2.618591723,2.094437719,1.521579671,0.087274593,53.73769831,2.327612763,1.574171215,0.79959,130.9,6.25,5.6,24.2,9173.75,0.033126538,0.005866886,12.36999989,-0.042569674,0.048571729,7.12,3.51,2.37,1.14,64.79000092,-0.028865795,0.002478503
01-04-2017,C1,Alpha Holdings Ltd,2.127732275,2.003295298,1.73532174,0.073098588,66.84347387,1.755217027,1.257203471,2.05853,131.1,6.25,5.6,26.5,9304.049805,0.014203549,0.005213534,10.81999969,-0.125303169,0.079225503,7.16,3.51,2.37,1.14,64.05999756,-0.011249495,0.002871734
01-05-2017,C1,Alpha Holdings Ltd,2.278542374,1.866966118,1.51881561,0.108566881,57.23600842,1.697187338,1.067109998,2.05853,131.4,6.25,5.6,27.4,9621.25,0.034092702,0.00580006,10.40999985,-0.037892778,0.116172215,7.11,3.51,2.37,1.14,64.61859894,0.008826905,0.003610395
01-06-2017,C1,Alpha Holdings Ltd,2.293813611,1.923253082,1.853229448,0.100579565,56.88180713,1.970521495,1.610921978,2.05853,132,6.25,5.6,28,9520.900391,-0.010429997,0.003456632,11.18000031,0.073967384,0.058693125,6.58,3.51,2.37,1.14,64.78510284,0.002626743,0.002252245
01-07-2017,C1,Alpha Holdings Ltd,2.224781224,1.95387478,2.165707876,0.061606288,63.60076511,2.217304179,1.423612833,1.6482,134.2,6.25,5.6,27.8,10077.09961,0.058418763,0.004587663,10.26000023,-0.082289808,0.046663381,6.55,3.51,2.37,1.14,64.12349701,-0.010234048,0.001721191
01-08-2017,C1,Alpha Holdings Ltd,2.298553372,1.900643862,2.19078878,0.132487935,58.38848252,1.898780595,1.040037846,1.6482,135.4,6,5.6,28.3,9917.900391,-0.015798119,0.007236778,10.59000015,0.032163735,0.136238961,6.6,3.51,2.37,1.14,63.9762001,-0.002240172,0.002323333
01-09-2017,C1,Alpha Holdings Ltd,2.023304703,2.023784581,2.593769324,0.085664226,67.01910438,1.507598998,1.572966214,1.6482,135.2,6,5.6,28.2,9788.599609,-0.013037112,0.006341975,9.510000229,-0.101982994,0.061332792,6.72,3.51,2.37,1.14,65.36000061,0.021465299,0.00235063
01-10-2017,C1,Alpha Holdings Ltd,2.643775801,1.861023852,2.636469324,0.075541076,65.82209677,2.43993287,1.474612696,1.87871,136.1,6,5.6,29.1,10335.2998,0.055850706,0.004845313,10.18000031,0.070452162,0.049106035,6.94,3.51,2.37,1.14,64.8423996,-0.00784734,0.003115362
01-11-2017,C1,Alpha Holdings Ltd,2.138683505,1.879386451,1.894606128,0.121148465,60.32277901,2.376742966,1.379283948,1.87871,137.6,6,5.6,29.3,10226.5498,-0.010522191,0.005842264,11.27999973,0.10805495,0.059785843,7.17,3.51,2.37,1.14,64.41480255,-0.006512047,0.00321494
01-12-2017,C1,Alpha Holdings Ltd,2.346001537,2.133138306,2.183544452,0.110567907,67.03200485,2.14616484,1.621955399,1.87871,137.2,6,5.6,29.6,10530.7002,0.029741252,0.006220332,11.03999996,-0.021276576,0.047331523,7.35,3.51,2.37,1.14,64.06199646,-0.005459176,0.001795704
01-01-2018,C1,Alpha Holdings Ltd,2.316382188,2.043035323,1.749061294,0.103298198,64.27921896,2.196212387,1.45009761,2.14694,136.9,6,5.6,29.9,11027.7002,0.047195342,0.004997524,13.53999996,0.226449276,0.07951545,7.22,4.22,3.14,1.08,63.76990128,-0.004488811,0.002710022
01-02-2018,C1,Alpha Holdings Ltd,2.406942196,1.872886561,1.798956733,0.088311787,54.95191065,1.861196382,1.583170035,2.14694,136.4,6,5.6,30.5,10492.84961,-0.048500646,0.008942343,19.85000038,0.46602662,0.29853734,7.57,4.22,3.14,1.08,64.91000366,0.01783968,0.003425586
01-03-2018,C1,Alpha Holdings Ltd,1.963711298,2.096795106,1.721896479,0.124850947,52.69573449,1.761759015,1.450266398,2.14694,136.5,6,5.6,31.2,10113.7002,-0.036134075,0.009030576,19.96999931,0.006045286,0.1130396,7.61,4.22,3.14,1.08,65.02999878,0.001914292,0.002531818
01-04-2018,C1,Alpha Holdings Ltd,2.158036133,1.93077618,1.907617985,0.100227419,72.69257312,2.048968963,1.719127003,1.30975,137.1,6,5.6,32.4,10739.34961,0.061861574,0.00568641,15.93000031,-0.202303412,0.076936738,7.55,4.22,3.14,1.08,66.61000061,0.024108146,0.002974967
01-05-2018,C1,Alpha Holdings Ltd,2.071765437,1.97806399,2.207024311,0.068663487,71.68211323,1.901982707,1.670279169,1.30975,137.8,6,5.6,32.6,10736.15039,-0.000297897,0.00642365,15.43000031,-0.031387319,0.083369408,7.85,4.22,3.14,1.08,67.43000031,0.012613423,0.005839715
01-06-2018,C1,Alpha Holdings Ltd,2.366387412,1.877098256,1.656779809,0.092693077,58.40187496,2.899767615,1.271695717,1.30975,138.5,6.25,5.6,32.7,10714.2998,-0.002035235,0.006060805,16.09000015,0.042773807,0.089500269,7.94,4.22,3.14,1.08,68.79669952,0.020344301,0.005191209
01-07-2018,C1,Alpha Holdings Ltd,2.112556362,2.038186398,2.090452426,0.10456526,47.89648014,1.617729576,1.458471974,1.39663,139.8,6.25,5.6,32.9,11356.5,0.059938606,0.004621228,12.82999992,-0.202610329,0.058512414,7.8,4.22,3.14,1.08,68.68499756,-0.001489728,0.003588178
01-08-2018,C1,Alpha Holdings Ltd,2.033867143,1.795718769,2.140177297,0.135485871,68.92773492,1.912767215,1.527248306,1.39663,140.4,6.5,5.6,33,11680.5,0.028529917,0.005445766,12.85999966,0.002338249,0.068776754,7.82,4.22,3.14,1.08,71.40499878,0.039222555,0.00566817
01-09-2018,C1,Alpha Holdings Ltd,2.205928912,1.945807335,1.627543522,0.091542789,59.94488013,2.180825874,1.009177919,1.39663,140.2,6.5,5.6,33.1,10930.4502,-0.064213844,0.008332632,12.11999989,-0.057542752,0.053772659,8.02,4.22,3.14,1.08,72.94999695,0.021917835,0.007252078
01-10-2018,C1,Alpha Holdings Ltd,2.210616283,2.04585329,2.130627576,0.092865164,56.54544627,2.090898434,1.640021106,1.47276,140.7,6.5,5.6,33.4,10386.59961,-0.049755552,0.014690565,21.22999954,0.751650144,0.130402454,7.92,4.22,3.14,1.08,73.65000153,0.010071564,0.006880391
01-11-2018,C1,Alpha Holdings Ltd,2.162041428,2.125861849,2.502857635,0.081623183,62.33736644,1.774664146,1.385731237,1.47276,140.8,6.5,5.6,34.1,10876.75,0.04719065,0.00717913,18.06999969,-0.148845969,0.083575075,7.78,4.22,3.14,1.08,69.91999817,-0.051560618,0.005774971
01-12-2018,C1,Alpha Holdings Ltd,1.896419615,2.098799815,2.200874587,0.112163702,59.88951348,1.808430777,1.592489286,1.47276,140.1,6.5,5.6,34,10862.5498,-0.001305555,0.009677464,25.42000008,0.40675155,0.104143066,7.37,4.22,3.14,1.08,69.92250061,0.000525838,0.007011643
01-01-2019,C1,Alpha Holdings Ltd,2.084962844,1.693864707,2.076605885,0.082330385,63.62189353,2.159774779,1.035971733,1.04689,139.6,6.5,5.6,34.5,10830.9502,-0.002909042,0.007027681,16.56999969,-0.348151076,0.072720633,7.35,3.06,1.73,1.33,71.12000275,0.017265874,0.005030316
01-02-2019,C1,Alpha Holdings Ltd,2.314633145,1.922976964,2.144934598,0.089774145,61.92444512,2.133445162,1.235564709,1.04689,139.9,6.25,5.6,34.9,10792.5,-0.00355003,0.006538687,14.77999973,-0.108026554,0.04484077,7.43,3.06,1.73,1.33,71.19000244,0.001086354,0.003284706
01-03-2019,C1,Alpha Holdings Ltd,2.482165415,1.869614046,2.016397023,0.087200446,60.7940769,2.157454008,1.161454927,1.04689,140.4,6.25,5.6,36,11570,0.072040769,0.006477818,13.71000004,-0.072395109,0.070582043,7.41,3.06,1.73,1.33,69.5,-0.023797453,0.00463343
01-04-2019,C1,Alpha Holdings Ltd,2.512643307,1.864093434,1.796858354,0.072700334,71.6036775,2.067602552,1.060851398,1.33481,141.2,6,5.6,37.4,11748.15039,0.015397614,0.007018106,13.11999989,-0.043034293,0.042065438,7.42,3.06,1.73,1.33,69.8117981,0.00469076,0.00451966
01-05-2019,C1,Alpha Holdings Ltd,2.06555458,1.899428548,2.56478749,0.064606233,74.14633876,1.888340344,1.792876828,1.33481,142,6,5.6,37.1,11922.7998,0.01486612,0.011373302,18.70999908,0.426067016,0.12092134,7.33,3.06,1.73,1.33,69.98000336,0.002618078,0.004489239
01-06-2019,C1,Alpha Holdings Ltd,2.105328875,1.973845568,2.055248614,0.126660095,65.29285628,1.752099725,1.657552565,1.33481,142.9,5.75,5.6,37,11788.84961,-0.011234794,0.007680453,15.07999992,-0.194013861,0.037267957,6.97,3.06,1.73,1.33,69.32499695,-0.009289582,0.003436058
01-07-2019,C1,Alpha Holdings Ltd,2.238551099,1.891346474,2.551039996,0.103717247,72.12286477,2.051952091,1.381352963,0.64889,144.2,5.75,8.3,37.2,11118,-0.056905435,0.007340196,16.12000084,0.068965578,0.065127888,6.6,3.06,1.73,1.33,69.07749939,-0.003455272,0.003315669
01-08-2019,C1,Alpha Holdings Ltd,2.466008557,1.865822166,1.864607817,0.082242125,65.02390207,1.988528876,1.471803421,0.64889,145,5.4,8.3,36.9,11023.25,-0.008522216,0.010657905,18.97999954,0.177419265,0.144126275,6.62,3.06,1.73,1.33,71.68019867,0.037824251,0.008800066
01-09-2019,C1,Alpha Holdings Ltd,2.194487287,1.897180809,2.442020975,0.097381218,64.61251901,2.180677932,1.375752473,0.64889,145.8,5.4,8.3,37.9,11474.4502,0.040931685,0.016734799,16.23999977,-0.144362478,0.063322702,6.81,3.06,1.73,1.33,70.498703,-0.016307811,0.005530767
01-10-2019,C1,Alpha Holdings Ltd,2.702666039,2.079463401,1.942408883,0.122205001,64.2011181,2.574346621,1.398396323,0.17606,147.2,5.15,7.8,37.6,11877.4502,0.035121508,0.008198919,13.22000027,-0.185960563,0.074279932,6.54,3.06,1.73,1.33,70.98999786,0.007137694,0.004179832
01-11-2019,C1,Alpha Holdings Ltd,2.516930173,2.067183382,1.798807419,0.101540759,70.99768692,2.355889179,1.307113141,0.17606,148.6,5.15,7.8,37.9,12056.0498,0.015036865,0.005306193,12.61999989,-0.045385807,0.042922697,6.63,3.06,1.73,1.33,71.54740143,0.007939968,0.00342631
01-12-2019,C1,Alpha Holdings Ltd,2.301776338,2.130374767,2.127662697,0.095319134,65.8301813,2.398375671,1.32926487,0.17606,150.4,5.15,7.8,38.6,12168.4502,0.009323152,0.005609894,13.77999973,0.09191758,0.074516803,6.85,3.06,1.73,1.33,71.31099701,-0.00320342,0.003175833
01-01-2020,C1,Alpha Holdings Ltd,1.965203499,1.879558423,1.513591866,0.080465207,69.72241381,1.341274479,1.625076926,0.20253,150.2,5.15,9.1,38.4,11962.09961,-0.016957836,0.007612776,18.84000015,0.367198876,0.091330425,6.82,2.26,0.92,1.34,71.63999939,0.004753015,0.003683745
01-02-2020,C1,Alpha Holdings Ltd,2.032223371,1.995806614,1.785743524,0.119154844,62.32147711,1.781179009,1.4277407,0.20253,149.1,5.15,9.1,39.1,11201.75,-0.063563223,0.0132662,40.11000061,1.128980907,0.15177014,6.66,2.26,0.92,1.34,71.93000031,0.004113199,0.00277134
01-03-2020,C1,Alpha Holdings Ltd,2.318035811,1.886911645,1.675294662,0.073180473,59.4605862,2.09801772,1.492265724,0.20253,148.6,4.4,9.1,40.6,8597.75,-0.232463678,0.049611949,53.54000092,0.334829222,0.179429838,6.7,2.26,0.92,1.34,75.40000153,0.048294188,0.010352816
01-04-2020,C1,Alpha Holdings Ltd,2.137386461,1.90231791,1.813778905,0.086707776,63.44075891,1.865166839,1.757447959,-22.78057,151.4,4.4,20.8,41.7,9859.900391,0.14680008,0.029800599,34.15000153,-0.362159116,0.07283236,6.77,2.26,0.92,1.34,75.25849915,-0.000636659,0.010907342
01-05-2020,C1,Alpha Holdings Ltd,2.119002951,1.833826129,2.113834094,0.083707904,66.89368971,1.912135602,1.576512317,-22.78057,150.9,4,20.8,42.3,9580.299805,-0.028357344,0.020790358,27.51000023,-0.19443634,0.074052499,5.92,2.26,0.92,1.34,75.95999908,0.009498393,0.004674001
01-06-2020,C1,Alpha Holdings Ltd,2.038745809,2.117856987,2.135125937,0.107216919,63.21837122,1.674929195,1.607397875,-22.78057,151.8,4,20.8,43.3,10302.09961,0.075342089,0.012477342,30.43000031,0.106143223,0.118737011,5.86,2.26,0.92,1.34,75.69999695,-0.003200841,0.004656646
01-07-2020,C1,Alpha Holdings Ltd,2.020565104,1.917109101,1.828056038,0.110736031,63.58482464,2.058874974,1.053510025,22.57279,153.9,4,13.2,43.8,11073.4502,0.074873144,0.0094788,24.45999908,-0.196188011,0.06119635,5.81,2.26,0.92,1.34,74.98999786,-0.009269941,0.003708923
01-08-2020,C1,Alpha Holdings Ltd,2.236152373,1.904805667,1.426172144,0.126074516,66.39128751,1.72012509,1.396362477,22.57279,154.7,4,13.2,43.6,11387.5,0.02836061,0.009460909,26.40999985,0.079722029,0.050201824,6.01,2.26,0.92,1.34,73.12830353,-0.025001979,0.003492696
01-09-2020,C1,Alpha Holdings Ltd,2.611709926,2.078874393,1.457111594,0.120561663,57.53037556,2.53635015,1.28917683,22.57279,156.4,4,13.2,44.2,11247.5498,-0.012289809,0.011929586,26.37000084,-0.00151454,0.075654406,6.02,2.26,0.92,1.34,73.84500122,0.009848179,0.002980551
01-10-2020,C1,Alpha Holdings Ltd,1.867215673,1.989441859,2.001106584,0.09508776,65.07130677,1.255151634,1.581795706,6.78155,158.4,4,10.3,43.8,11642.40039,0.035105476,0.009615706,38.02000046,0.441789884,0.066793745,5.94,2.26,0.92,1.34,74.26399994,0.005827533,0.004013574
01-11-2020,C1,Alpha Holdings Ltd,2.193056369,1.984925163,2.304137487,0.110547658,75.12446142,2.036467795,1.37466902,6.78155,158.9,4,10.3,44.4,12968.9502,0.113941263,0.008986123,20.56999969,-0.458968978,0.055378541,5.9,2.26,0.92,1.34,73.94090271,-0.004266277,0.003056497
01-12-2020,C1,Alpha Holdings Ltd,2.293727801,2.003842244,1.814946762,0.136152146,61.9139757,2.12535792,1.187849604,6.78155,157.3,4,10.3,45.9,13981.75,0.078094201,0.008887575,22.75,0.105979598,0.053426702,5.89,2.26,0.92,1.34,73.13400269,-0.010870936,0.003002226
01-01-2021,C1,Alpha Holdings Ltd,2.155221887,1.987466853,1.540507973,0.124046819,49.95288135,2.385193545,1.433424808,1.36061,156.3,4,9.3,46.1,13634.59961,-0.024828823,0.010243767,33.09000015,0.454505501,0.165150549,5.94,2.65,1.43,1.22,72.938797,-0.002641691,0.001755576
01-02-2021,C1,Alpha Holdings Ltd,1.992290866,2.178771871,1.878057657,0.094948397,60.40313901,1.824845474,1.676616554,1.36061,156.6,4,9.3,47.6,14529.15039,0.065608878,0.017061061,27.95000076,-0.155333919,0.10436721,6.19,2.65,1.43,1.22,73.15090179,0.002989392,0.003005004
01-03-2021,C1,Alpha Holdings Ltd,2.093133289,1.815599992,2.114435547,0.106275692,68.35055926,1.995157256,1.334400635,1.36061,156.8,4,9.3,49.4,14690.7002,0.011119012,0.0125492,19.39999962,-0.305903432,0.075716979,6.35,2.65,1.43,1.22,73.44529724,0.004186392,0.003929076
01-04-2021,C1,Alpha Holdings Ltd,2.286556515,2.005124017,1.672044684,0.093731652,58.96021157,2.196949541,1.715812717,-7.22409,157.8,4.4,12.6,48.5,14631.09961,-0.004057028,0.01319929,18.61000061,-0.040721599,0.048262261,6.28,2.65,1.43,1.22,74.10579681,0.009135584,0.004157937
01-05-2021,C1,Alpha Holdings Ltd,2.305321111,1.969339088,2.271759311,0.14338155,57.41697828,2.535403579,1.59171822,-7.22409,160.4,4.4,12.6,48.8,15582.7998,0.065046389,0.008260693,16.76000023,-0.099408937,0.107730437,6.23,2.65,1.43,1.22,72.39350128,-0.023318082,0.002147807
01-06-2021,C1,Alpha Holdings Ltd,1.72689588,1.710877918,2.489126576,0.123506981,75.79389197,1.402090312,1.491359265,-7.22409,161.3,4.9,12.6,49.4,15721.5,0.008900852,0.004368932,15.82999992,-0.055489278,0.065523997,6.27,2.65,1.43,1.22,74.28759766,0.025899689,0.002333701
01-07-2021,C1,Alpha Holdings Ltd,2.360445178,2.040773539,1.910324291,0.106969437,58.68207354,2.279884394,1.300809912,9.46799,162.5,4.9,9.8,49.6,15763.0498,0.002642865,0.005680591,18.23999977,0.152242568,0.090061121,6.21,2.65,1.43,1.22,74.2519989,-0.000402301,0.002708518
01-08-2021,C1,Alpha Holdings Ltd,2.246920278,1.715303753,2.26212462,0.144356505,60.13083015,1.81244721,2.04766431,9.46799,162.9,5.4,9.8,49.8,17132.19922,0.086858154,0.005729494,16.47999954,-0.096491242,0.080116563,6.28,2.65,1.43,1.22,73.41120148,-0.011301939,0.002813576
01-09-2021,C1,Alpha Holdings Ltd,2.477664733,1.892425165,2.067561412,0.096510533,67.28429495,2.65262849,1.177955174,9.46799,163.2,5.9,9.8,49.5,17618.15039,0.028364786,0.006054989,23.13999939,0.404126216,0.09913179,6.19,2.65,1.43,1.22,74.3219986,0.012400074,0.002510181
01-10-2021,C1,Alpha Holdings Ltd,2.058762163,1.771838115,1.877863078,0.114450919,61.46601309,1.89666671,1.287599758,1.92112,165.5,5.9,8.7,49.7,17671.65039,0.003036641,0.008230252,16.26000023,-0.297320628,0.050673358,6.36,2.65,1.43,1.22,74.79720306,0.006456311,0.002861949
01-11-2021,C1,Alpha Holdings Ltd,2.323485267,2.096254502,2.420873195,0.11266104,66.08742184,1.944786991,1.358690862,1.92112,166.7,5.9,8.7,52.1,16983.19922,-0.038957944,0.010142793,27.19000053,0.672201731,0.137400465,6.35,2.65,1.43,1.22,75.05490112,0.003508691,0.002565332
01-12-2021,C1,Alpha Holdings Ltd,2.095736632,1.981667985,1.942595543,0.074513652,56.22386297,1.655766941,1.671615669,1.92112,166.2,6.25,8.7,51,17354.05078,0.021836378,0.01067481,17.21999931,-0.366678964,0.092532749,6.44,2.65,1.43,1.22,74.43119812,-0.008272801,0.002528396
01-01-2022,C1,Alpha Holdings Ltd,1.740402923,2.005861567,2.201977659,0.125589312,60.41271856,1.789213309,1.427300061,0.55495,165.7,6.25,8.2,51.2,17339.84961,-0.00081832,0.010618478,24.82999992,0.441928044,0.085138737,6.64,4.43,3.53,0.9,75.03900146,0.008201556,0.002593165
